kind,file,ident,line,verdict_class,verdict,reason
branch,src/composing/analysis/scoreharvest/metricweights.cpp,case@regionMetricWeightForBeatType:78,78,CODE,SURVIVES-MIXED,control-flow branch within regionMetricWeightForBeatType(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,case@regionMetricWeightForBeatType:79,79,CODE,SURVIVES-MIXED,control-flow branch within regionMetricWeightForBeatType(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,case@regionMetricWeightForBeatType:80,80,CODE,SURVIVES-MIXED,control-flow branch within regionMetricWeightForBeatType(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,case@regionMetricWeightForBeatType:81,81,CODE,SURVIVES-MIXED,control-flow branch within regionMetricWeightForBeatType(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,if@beatTypeForOnsetTick:89,89,CODE,SURVIVES-MIXED,control-flow branch within beatTypeForOnsetTick(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,if@beatTypeForOnsetTick:93,93,CODE,SURVIVES-MIXED,control-flow branch within beatTypeForOnsetTick(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,if@beatTypeForOnsetTick:98,98,CODE,SURVIVES-MIXED,control-flow branch within beatTypeForOnsetTick(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,if@distinctPitchClasses:122,122,CODE,SURVIVES-MIXED,control-flow branch within distinctPitchClasses(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,if@buildPedalWindowIndex:142,142,CODE,SURVIVES-MIXED,control-flow branch within buildPedalWindowIndex(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,if@buildPedalWindowIndex:147,147,CODE,SURVIVES-MIXED,control-flow branch within buildPedalWindowIndex(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,if@buildPedalWindowIndex:152,152,CODE,SURVIVES-MIXED,control-flow branch within buildPedalWindowIndex(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,if@buildPedalWindowIndex:158,158,CODE,SURVIVES-MIXED,control-flow branch within buildPedalWindowIndex(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,if@buildPedalWindowIndex:163,163,CODE,SURVIVES-MIXED,control-flow branch within buildPedalWindowIndex(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,if@buildPedalWindowIndex:173,173,CODE,SURVIVES-MIXED,control-flow branch within buildPedalWindowIndex(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/slicing/slicer.cpp,if@changePointSlices:40,40,CODE,SURVIVES,control-flow branch within changePointSlices(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/slicing/slicer.cpp,if@changePointSlices:59,59,CODE,SURVIVES,control-flow branch within changePointSlices(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/slicing/slicer.cpp,if@changePointSlices:95,95,CODE,SURVIVES,control-flow branch within changePointSlices(); disposition inherits the function; edge-behavior audited at file level
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,phraseboundaryview.h,23,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,composing/analysis/notemodel/note_model.h,32,PREMISE,FACT,"intra-L1/L2 dependency (lateral, within the fact/segmentation layers) — legitimate reuse (#6)"
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,composing/analysis/slicing/slicer.h,33,PREMISE,FACT,"intra-L1/L2 dependency (lateral, within the fact/segmentation layers) — legitimate reuse (#6)"
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,engraving/dom/breath.h,35,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,engraving/dom/engravingitem.h,36,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,engraving/dom/gradualtempochange.h,37,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,engraving/dom/keysig.h,38,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,engraving/dom/measure.h,39,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,engraving/dom/score.h,40,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,engraving/dom/segment.h,41,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,engraving/dom/spanner.h,42,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,engraving/dom/staff.h,43,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,engraving/types/types.h,44,PREMISE,FACT,"shared leaf types header (analysistypes.h) or engraving types — the designed unification, downward/lateral"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.cpp,regiontonecollector.h,23,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.cpp,engraving/dom/chord.h,30,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.cpp,engraving/dom/chordrest.h,31,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.cpp,engraving/dom/measure.h,32,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.cpp,engraving/dom/note.h,33,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.cpp,engraving/dom/segment.h,34,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.cpp,engraving/dom/sig.h,35,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.cpp,composing/analysis/chord/analysisutils.h,37,PREMISE,ASSUMPTION,UPWARD cross-layer dep: an L1/L2 file includes a chord (higher-layer) header — #7 layering finding
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.cpp,composing/analysis/scoreharvest/metricweights.h,38,PREMISE,FACT,"intra-L1/L2 dependency (lateral, within the fact/segmentation layers) — legitimate reuse (#6)"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.h,composing/analysis/types/analysistypes.h,52,PREMISE,FACT,"shared leaf types header (analysistypes.h) or engraving types — the designed unification, downward/lateral"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.h,composing/analysis/notemodel/note_model.h,53,PREMISE,FACT,"intra-L1/L2 dependency (lateral, within the fact/segmentation layers) — legitimate reuse (#6)"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.h,engraving/dom/part.h,54,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.h,engraving/dom/score.h,55,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.h,engraving/dom/staff.h,56,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.h,engraving/types/constants.h,57,PREMISE,FACT,"shared leaf types header (analysistypes.h) or engraving types — the designed unification, downward/lateral"
crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.h,engraving/types/fraction.h,58,PREMISE,FACT,"shared leaf types header (analysistypes.h) or engraving types — the designed unification, downward/lateral"
crosslayer,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,regiontonecollector.h,23,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,engraving/dom/chord.h,30,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,engraving/dom/chordrest.h,31,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,engraving/dom/measure.h,32,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,engraving/dom/note.h,33,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,engraving/dom/segment.h,34,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,engraving/dom/sig.h,35,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,composing/analysis/chord/analysisutils.h,37,PREMISE,ASSUMPTION,UPWARD cross-layer dep: an L1/L2 file includes a chord (higher-layer) header — #7 layering finding
crosslayer,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,composing/analysis/chord/chordanalyzer.h,38,PREMISE,ASSUMPTION,UPWARD cross-layer dep: an L1/L2 file includes a chord (higher-layer) header — #7 layering finding
crosslayer,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,composing/analysis/scoreharvest/metricweights.h,39,PREMISE,FACT,"intra-L1/L2 dependency (lateral, within the fact/segmentation layers) — legitimate reuse (#6)"
crosslayer,src/composing/analysis/engravingbridge/spellingview.cpp,spellingview.h,23,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/spellingview.cpp,engraving/dom/pitchspelling.h,25,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/engravingbridge/spellingview.h,engraving/dom/pitchspelling.h,60,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/notemodel/note_model.cpp,note_model.h,23,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/notemodel/note_model.cpp,engraving/dom/chord.h,29,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/notemodel/note_model.cpp,engraving/dom/chordrest.h,30,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/notemodel/note_model.cpp,engraving/dom/measure.h,31,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/notemodel/note_model.cpp,engraving/dom/note.h,32,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/notemodel/note_model.cpp,engraving/dom/score.h,33,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/notemodel/note_model.cpp,engraving/dom/segment.h,34,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/notemodel/note_model.cpp,engraving/dom/staff.h,35,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/notemodel/note_model.cpp,composing/analysis/engravingbridge/regiontonecollector.h,39,PREMISE,FACT,"intra-L1/L2 dependency (lateral, within the fact/segmentation layers) — legitimate reuse (#6)"
crosslayer,src/composing/analysis/notemodel/note_model.h,engraving/types/fraction.h,57,PREMISE,FACT,"shared leaf types header (analysistypes.h) or engraving types — the designed unification, downward/lateral"
crosslayer,src/composing/analysis/scoreharvest/metricweights.cpp,metricweights.h,23,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/scoreharvest/metricweights.cpp,engraving/dom/measure.h,28,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/scoreharvest/metricweights.cpp,engraving/dom/pedal.h,29,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/scoreharvest/metricweights.cpp,engraving/dom/score.h,30,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/scoreharvest/metricweights.cpp,engraving/dom/segment.h,31,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/scoreharvest/metricweights.cpp,engraving/dom/sig.h,32,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/scoreharvest/metricweights.cpp,engraving/dom/spanner.h,33,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/scoreharvest/metricweights.cpp,engraving/types/fraction.h,34,PREMISE,FACT,"shared leaf types header (analysistypes.h) or engraving types — the designed unification, downward/lateral"
crosslayer,src/composing/analysis/scoreharvest/metricweights.cpp,engraving/types/types.h,35,PREMISE,FACT,"shared leaf types header (analysistypes.h) or engraving types — the designed unification, downward/lateral"
crosslayer,src/composing/analysis/scoreharvest/metricweights.h,engraving/types/constants.h,39,PREMISE,FACT,"shared leaf types header (analysistypes.h) or engraving types — the designed unification, downward/lateral"
crosslayer,src/composing/analysis/scoreharvest/metricweights.h,engraving/dom/sig.h,40,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/scoreharvest/metricweights.h,../key/keymodeanalyzer.h,42,PREMISE,ASSUMPTION,UPWARD cross-layer dep: an L1/L2 file includes a key (higher-layer) header — #7 layering finding
crosslayer,src/composing/analysis/slicing/slicer.cpp,slicer.h,23,PREMISE,FACT,"engraving/std external dependency — downward, legitimate"
crosslayer,src/composing/analysis/slicing/slicer.h,composing/analysis/notemodel/note_model.h,75,PREMISE,FACT,"intra-L1/L2 dependency (lateral, within the fact/segmentation layers) — legitimate reuse (#6)"
