kind,ident,line,func,verdict,subclass,manifest_present,flag,finding_slug,note,context
branch,if,460,locateMeasureByTick,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in locateMeasureByTick; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (layoutBreak && layoutBreak->startWithMeasureOne()) {
branch,if,465,locateMeasureByTick,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in locateMeasureByTick; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (lastMeasure && tick == score->endTick()) {
function,inferLocalKey,485,inferLocalKey,SURVIVES,pipeline-driver,,,,Drives the real analysis pipeline (regionanalyzer / keyresolver / chordanalyzer) and shapes its output into the serialized AnalyzedRegion.,[485-497]
literal,0.0,523,<file-scope>,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,double keySeqMargin = 0.0;
function,regionDumpModeName,547,regionDumpModeName,SURVIVES,plumbing,,,,"Harness plumbing / formatting helper (JSON escaping, name mappers, module init, score load, staff eligibility, measure location); no inference decision.",[547-555]
branch,switch,549,regionDumpModeName,SURVIVES,serialization-guard,,,,"Serialization / guard switch branch in regionDumpModeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",switch (mode) {
branch,case,550,regionDumpModeName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in regionDumpModeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case RegionDumpMode::Batch:               return ""batch"";"
branch,case,551,regionDumpModeName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in regionDumpModeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case RegionDumpMode::Notation:            return ""notation"";"
branch,case,552,regionDumpModeName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in regionDumpModeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case RegionDumpMode::NotationPreMerge:    return ""notation-premerge"";"
function,analyzeScore,566,analyzeScore,SURVIVES,pipeline-driver,,,,Drives the real analysis pipeline (regionanalyzer / keyresolver / chordanalyzer) and shapes its output into the serialized AnalyzedRegion.,[566-725]
branch,if,576,analyzeScore,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in analyzeScore; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (!firstSegment) {
literal,0.25,597,analyzeScore,ESTABLISHED,formatting-or-structural,no,yes,onset-boundary-threshold-hardcoded,"onsetBoundaryThreshold is hard-coded to 0.25, duplicating the IComposingAnalysisConfiguration default the user-facing bridge reads; a documented latent divergence (roadmap 0.6) — the two coincide today but nothing mechanically keeps them equal, so a config-default change would make batch stop measuring the user pipeline.",opts.onsetBoundaryThreshold          = 0.25;
branch,if,611,analyzeScore,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in analyzeScore; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (regions.empty()) {
branch,if,628,analyzeScore,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in analyzeScore; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (sectionLevel) {
branch,ternary,642,analyzeScore,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in analyzeScore; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",ar.measureNumber    = measure ? regionMeasure.number : 0;
branch,if,643,analyzeScore,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in analyzeScore; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (measure) {
literal,1.0,645,analyzeScore,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,ar.beat = 1.0 + static_cast<double>(tickInMeasure) / Constants::DIVISION;
literal,1.0,647,analyzeScore,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,ar.beat = 1.0;
branch,if,660,analyzeScore,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in analyzeScore; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (ar.bassPc < 0) {
branch,if,661,analyzeScore,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in analyzeScore; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (const auto* bassTone = analysis::bassToneFromTones(ar.tones)) {
literal,12,662,analyzeScore,ESTABLISHED,music-theory,n/a,,,"Pitch-class / fifths arithmetic (12 pcs, 7=fifths-per-step); a music-theory fact.",ar.bassPc = bassTone->pitch % 12;
literal,3,667,analyzeScore,ESTABLISHED,serialization-projection,n/a,,,appendCappedAlternatives cap (3) — the documented per-consumer batch serialization projection (FQ-6); value unchanged.,"analysis::appendCappedAlternatives(ar.alternatives, sr.alternatives, 3);"
branch,if,686,analyzeScore,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in analyzeScore; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (!measure) {
branch,ternary,693,analyzeScore,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in analyzeScore; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",prevKey.has_value() ? &prevKey.value() : nullptr);
literal,1.0,701,analyzeScore,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,ar.beat             = 1.0 + static_cast<double>(tickInMeasure) / Constants::DIVISION;
branch,if,711,analyzeScore,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in analyzeScore; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (ar.bassPc < 0) {
branch,if,712,analyzeScore,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in analyzeScore; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (const auto* bassTone = analysis::bassToneFromTones(ar.tones)) {
literal,12,713,analyzeScore,ESTABLISHED,music-theory,n/a,,,"Pitch-class / fifths arithmetic (12 pcs, 7=fifths-per-step); a music-theory fact.",ar.bassPc = bassTone->pitch % 12;
literal,3,719,analyzeScore,ESTABLISHED,serialization-projection,n/a,,,appendCappedAlternatives cap (3) — the documented per-consumer batch serialization projection (FQ-6); value unchanged.,"analysis::appendCappedAlternatives(ar.alternatives, hr.alternatives, 3);"
function,convertNotationRegion,727,convertNotationRegion,SURVIVES,pipeline-driver,,,,Drives the real analysis pipeline (regionanalyzer / keyresolver / chordanalyzer) and shapes its output into the serialized AnalyzedRegion.,[727-761]
branch,if,741,convertNotationRegion,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in convertNotationRegion; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (converted.bassPc < 0) {
branch,if,742,convertNotationRegion,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in convertNotationRegion; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (const auto* bassTone = analysis::bassToneFromTones(converted.tones)) {
literal,12,743,convertNotationRegion,ESTABLISHED,music-theory,n/a,,,"Pitch-class / fifths arithmetic (12 pcs, 7=fifths-per-step); a music-theory fact.",converted.bassPc = bassTone->pitch % 12;
branch,ternary,748,locateMeasureByTick,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in locateMeasureByTick; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","? locateMeasureByTick(score, Fraction::fromTicks(region.startTick))"
function,locateMeasureByTick,748,locateMeasureByTick,SURVIVES,plumbing,,yes,inventory-overcapture-call-as-function,Not a second definition of locateMeasureByTick — this is a CALL site inside convertNotationRegion; the over-capture-biased C++ inventory scanner (bias disclosed in tools/audit/l5/manifest.json) emitted a spurious function row. The real definition is at 438-470.,[748-749]
branch,if,751,convertNotationRegion,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in convertNotationRegion; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (measure) {
literal,1.0,754,convertNotationRegion,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,converted.beat = 1.0 + static_cast<double>(tickInMeasure) / Constants::DIVISION;
literal,1.0,757,convertNotationRegion,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,converted.beat = 1.0;
function,convertNotationRegions,763,convertNotationRegions,SURVIVES,pipeline-driver,,,,Drives the real analysis pipeline (regionanalyzer / keyresolver / chordanalyzer) and shapes its output into the serialized AnalyzedRegion.,[763-773]
function,analyzeScoreNotation,775,analyzeScoreNotation,SURVIVES,pipeline-driver,,,,Drives the real analysis pipeline (regionanalyzer / keyresolver / chordanalyzer) and shapes its output into the serialized AnalyzedRegion.,[775-812]
branch,if,782,analyzeScoreNotation,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in analyzeScoreNotation; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (!firstSegment) {
branch,ternary,809,analyzeScoreNotation,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in analyzeScoreNotation; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",? dump.finalRegions
function,qualityToString,818,qualityToString,SURVIVES,plumbing,,,,"Harness plumbing / formatting helper (JSON escaping, name mappers, module init, score load, staff eligibility, measure location); no inference decision.",[818-831]
branch,switch,820,qualityToString,SURVIVES,serialization-guard,,,,"Serialization / guard switch branch in qualityToString; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",switch (q) {
branch,case,821,qualityToString,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in qualityToString; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case ChordQuality::Major:          return ""Major"";"
