id,category,file,line,unit_kind,tier,matched_signatures,date,ratified_by,evidence_pointer,dedup_group_size,status,conformance,decision_text
DH-04879,open_items,open_items/OI-62.md,7,table_row,broad,decided/decision;held/parked;never,2026-07-13,user,OI-62;OI-58;ARCHITECTURE.md;STATUS.md;notationtuningbridge.cpp;note_model.cpp;cc_backlog_triage_report.md;backlog_drift_reset.md,1,,,"| OI-62 | ★ AWAITING THE USER — **is the intonation/tuning feature still a goal?** (adopted out of the §G submission-era backlog by the backlog triage, 2026-07-13.) **Checked at code — all six documented-not-implemented items are STILL missing:** `ARCHITECTURE.md` §11.3 specifies them and `STATUS.md:2106-2115` lists them — (1) voice-role-weighted centering (§11.3b: `minimizeTuningDeviation` uses an equal arithmetic mean; no voice-role type exists anywhere in `src/`); (2) duration-based susceptibility budget (§11.3c: `computeSusceptibility`, `notationtuningbridge.cpp:510-520`, returns `Free` for EVERY non-anchor note — its own comment: *""Duration-based and context-based classification is a future addition… All non-anchor notes are Free for now""*); (3) sustained fifth/octave protection (§11.3e step 2); (4) per-note susceptibility clamping (§11.3e step 5); (5) tuning-session drift state (§11.3d: `TuningSessionState` specified, absent from `src/`); (6) FreeDrift reset marker (§11.3f). **+ RE-FILED HERE from OI-58 (the old Known-Gaps ""tie re-split"", which was mis-filed under analysis):** one non-partial tie on ANY note skips the WHOLE chord for split-and-retune (`notationtuningbridge.cpp:1218`) — an INTONATION limitation; the analyzer itself has no tie defect (`note_model.cpp:45-46/57-60/181-192` — tie continuations skipped, exactly one onset per tied group). **Why this is the user's call:** every item is real, checked and unbuilt — but NOTHING in the current programme touches them. The whole arc (key layer, engage arc, certification audits) is harmonic ANALYSIS; no register row gates on tuning. So this is not a sequencing question but a scope one. **THE OPTIONS: (a) KEEP IT HELD** — confirm the six as a deliberate long-horizon hold (§H), revisited at a natural pause in the analysis work (they stay visible, never forgotten); **(b) SCHEDULE IT** — give the six an owner and a stage, competing for time with the key layer; **(c) CLOSE AS OUT OF SCOPE** — declare the tuning feature complete-as-shipped and drop the six from the register (the §11.3 specification stays in `ARCHITECTURE.md` as the record of what was designed). | `cc_backlog_triage_report.md` §4; `ARCHITECTURE.md` §11.3a–g; `STATUS.md:2106-2115`; `notationtuningbridge.cpp:510-520/1218`; memories `backlog_drift_reset.md`/`backlog_tuning_preference.md`; STATUS Known Gaps (the origin) | ✅ DECIDED by the user, 2026-07-13: **KEEP HELD — intonation IS a future feature** (the six §11.3 items + the tie limitation stay as a deliberate long-horizon hold, revisited at a natural pause in the analysis work). **AND the user stated the dependency that makes the hold strategic, recorded here and in the evidence inventory: the intonation feature will CONSUME the analysis facts** — knowing mode/chord/chord-function/progression enables just-intonation tuning decisions, especially in the TIME dimension (stay in tune over time vs allow drift) — i.e., intonation is a declared FUTURE CONSUMER of the published analysis surfaces, a concrete instance of the publish-evidence-broadly rationale. |"
DH-04880,open_items,open_items/OI-63.md,3,blockquote,broad,never,2026-07-13,,OI-63;OPEN_ITEMS.md;cc_backlog_triage_report.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04881,open_items,open_items/OI-64.md,3,blockquote,broad,never,,,OI-64;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04882,open_items,open_items/OI-64.md,5,paragraph,broad,held/parked;never,2026-07-13,,OI-64;OI-1;OI-7;OI-145;OPEN_ITEMS.md,10,,,"**Section H — Long-horizon roadmap (held deliberately; listed so they are never ""forgotten"")**"
DH-04883,open_items,open_items/OI-64.md,7,table_row,high,retired,2026-07-13,,OI-64;OI-1;OI-7;OI-145,1,,,"| OI-64 | Engage plan E1–E5 (wire → A/B → default-ON → retirements → seal); gates G1–G6 (G2 not met at E0) | roadmap | OPEN — the arc itself. **Hold confirmed 2026-07-13** (backlog triage): trigger/owner accurate, now gated by TWO things — the Stage-3 entry gate (OI-1…OI-7) **and** the key-layer readiness gate (OI-145) |"
DH-04884,open_items,open_items/OI-65.md,1,heading,high,retired,,,OI-65;OPEN_ITEMS.md,1,,,# OI-65 — Retirement map R1–R9
DH-04885,open_items,open_items/OI-65.md,3,blockquote,broad,never,,,OI-65;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04886,open_items,open_items/OI-65.md,5,paragraph,broad,held/parked;never,2026-07-13,,OI-65;OPEN_ITEMS.md;chordanalyzer.cpp,10,,,"**Section H — Long-horizon roadmap (held deliberately; listed so they are never ""forgotten"")**"
DH-04887,open_items,open_items/OI-65.md,7,table_row,high,retired,2026-07-13,,OI-65;chordanalyzer.cpp,1,,,"| OI-65 | Retirement map R1–R9 (R9 = chordanalyzer.cpp split, LAST) | roadmap | OPEN. **Hold confirmed 2026-07-13:** trigger (E4) and owner still accurate |"
DH-04888,open_items,open_items/OI-66.md,3,blockquote,broad,never,,,OI-66;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04889,open_items,open_items/OI-66.md,5,paragraph,broad,held/parked;never,2026-07-13,,OI-66;OPEN_ITEMS.md,10,,,"**Section H — Long-horizon roadmap (held deliberately; listed so they are never ""forgotten"")**"
DH-04890,open_items,open_items/OI-66.md,7,table_row,broad,deferred,2026-07-13,,OI-66,1,,,| OI-66 | Recognition consumer (encyclopedia → L5 prior) designed-not-built | roadmap | OPEN — deferred. **Hold confirmed 2026-07-13:** trigger (the recognition-consumer build; roadmap A-6) still accurate |
DH-04891,open_items,open_items/OI-67.md,3,blockquote,broad,never,,,OI-67;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04892,open_items,open_items/OI-67.md,5,paragraph,broad,held/parked;never,2026-07-13,,d9b2020623;95374ef16a;2a3c767dae;OI-67;OI-39;OPEN_ITEMS.md,10,,,"**Section H — Long-horizon roadmap (held deliberately; listed so they are never ""forgotten"")**"
DH-04893,open_items,open_items/OI-67.md,7,table_row,broad,deferred,2026-07-13,,d9b2020623;95374ef16a;2a3c767dae;OI-67;OI-39,1,,,"| OI-67 | Style-clustering / idiom auto-detection / mixtures | fitter A-8ask; `idiom_discovery/` (commits `d9b2020623`, `95374ef16a`, `2a3c767dae`) | OPEN — deferred. **Hold confirmed for the BUILD 2026-07-13, but the row's source was UNDERSTATED:** a cross-tradition harmonic-idiom study has since **LANDED** — `idiom_discovery/` (5 idioms + the voice-leading axis + orthogonality; `research(idiom-discovery)` `d9b2020623`, `feat(idiom-discovery)` `95374ef16a`, `feat(tools) --dump-vl` `2a3c767dae`). The evidence base for OI-39's ""idiom coverage 1/5"" now EXISTS; the auto-detection BUILD stays deferred to Stage 5+ |"
DH-04894,open_items,open_items/OI-68.md,3,blockquote,broad,never,,,OI-68;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04895,open_items,open_items/OI-68.md,5,paragraph,broad,held/parked;never,2026-07-13,,OI-68;OI-141;OI-145;OI-118;OI-119;OI-55;OPEN_ITEMS.md;docs/implementation_roadmap.md,10,,,"**Section H — Long-horizon roadmap (held deliberately; listed so they are never ""forgotten"")**"
DH-04896,open_items,open_items/OI-68.md,7,table_row,high,no longer;decided/decision;deferred;held/parked,2026-07-13,,OI-68;OI-141;OI-145;OI-118;OI-119;OI-55;docs/implementation_roadmap.md,1,,,"| OI-68 | Capability tracks A-3/A-4/A-5 + NCT L4 lever + voice-leading axis | roadmap (`docs/implementation_roadmap.md:233`) | **★ PARTLY PROMOTED 2026-07-13 (backlog triage — the A-3 trigger has QUIETLY ALREADY FIRED): A-3 → STILL REAL — ASSIGNED to the key-layer build.** A-3 = ""**dominant-implication key evidence in the L3 emission** (L3 §15)"". The key-layer work now names exactly this channel: the OI-141 mechanism report found ""**no cadence/dominant channel in the decode** (OI-68)""; the design opening's **decision 3** IS the cadence→key channel; and **the user CONFIRMED leading-tone/cadence work as the SECOND lever** (recorded at OI-141). So A-3 is no longer a deferred capability track — it is an active key-layer design input (owner: OI-141/OI-145; the dormant certified L5 cadence machinery is the already-built channel, with OI-118/OI-119 to reconcile at engage). **The rest stay HELD:** A-4/A-5 (L5 §15) and the voice-leading axis — though the **NCT-filter L4 lever** now has a named consumer, **OI-55** (the ninth melody/harmony conflation) |"
DH-04897,open_items,open_items/OI-69.md,3,blockquote,broad,never,,,OI-69;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04898,open_items,open_items/OI-69.md,5,paragraph,broad,held/parked;never,2026-07-13,,OI-69;OPEN_ITEMS.md,10,,,"**Section H — Long-horizon roadmap (held deliberately; listed so they are never ""forgotten"")**"
DH-04899,open_items,open_items/OI-69.md,7,table_row,broad,deferred,2026-07-13,,OI-69,1,,,| OI-69 | Joint segmentation (past Stage 5) | roadmap | OPEN — deferred. **Hold confirmed 2026-07-13:** trigger (past Stage 5) still accurate |
DH-04900,open_items,open_items/OI-7.md,3,blockquote,broad,never,,,OI-7;OPEN_ITEMS.md;cowork_engage_arc_plan.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04901,open_items,open_items/OI-7.md,7,table_row,high,premise,,,OI-7;cowork_engage_arc_plan.md,1,,,| OI-7 | EG-6: Jazz validation status — establish jazz GT corpus or de-scope Jazz correctness claims (T3-2) | arc plan; premise-debt T3-2 | OPEN |
DH-04902,open_items,open_items/OI-70.md,3,blockquote,broad,never,,,OI-70;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04903,open_items,open_items/OI-70.md,5,paragraph,broad,held/parked;never,2026-07-13,,OI-70;OI-59;OPEN_ITEMS.md;cc_backlog_triage_report.md;STATUS.md,10,,,"**Section H — Long-horizon roadmap (held deliberately; listed so they are never ""forgotten"")**"
DH-04904,open_items,open_items/OI-70.md,7,table_row,high,dead end;no longer;never,2026-07-13,,OI-70;OI-59;cc_backlog_triage_report.md;STATUS.md,1,,,"| OI-70 | B3 dim7-template dead end + rootContinuity sparse-gate dead end + Gate-A enharmonic constraint (standing cautions §8). **★ + ONE CAUTION ADDED 2026-07-13 (the #12 carry out of OI-59's closure): re-attempting the key-confidence-gated dominant-quality fix** (promote a thirdless Aeolian-degree-4 chord from natural-minor v to common-practice V) **re-triggers the Chopin op30-2 segmentation cascade** — a 1-PC thin dominant at `BI105-2op30-2` tick 23040 splits the unrelated `[4800, 6240)` F♯m region into Bm + F♯m, DCML-incorrect at the head of the split. The fix was never landed, so the cascade has never fired (the golden shows one unsplit F♯m region); the fragility is LATENT and returns only if that specific fix is re-attempted. Its original motivation (the Corelli m1 b3 ""Gm"") was resolved by a different route, so the trigger is no longer needed. | scoring_model §8; `cc_backlog_triage_report.md` §2; `STATUS.md:636-646` (the original diagnosis) | STANDING constraints |"
DH-04905,open_items,open_items/OI-71.md,3,blockquote,broad,never,,,OI-71;OPEN_ITEMS.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04906,open_items,open_items/OI-71.md,5,paragraph,broad,held/parked;never,2026-06-10,,7bc1609159;e7d4ba2b1a;OI-71;OPEN_ITEMS.md;docs/layer_architecture_audit.md;ARCHITECTURE.md;docs/implementation_roadmap.md,10,,,"**Section H — Long-horizon roadmap (held deliberately; listed so they are never ""forgotten"")**"
DH-04907,open_items,open_items/OI-71.md,7,table_row,high,superseded,2026-06-10,,7bc1609159;e7d4ba2b1a;OI-71;docs/layer_architecture_audit.md;ARCHITECTURE.md;docs/implementation_roadmap.md,1,,,"| OI-71 | Roadmap 0.1 doc pass (stale explorationMode refs; untracked audit doc) | roadmap 0.1 | ✅ **SUPERSEDED / DONE 2026-07-13 (backlog triage — a row left open for work finished five weeks earlier).** All three claims discharged, verified: (a) `docs/layer_architecture_audit.md` **IS tracked** — committed at **`7bc1609159`** (2026-06-10, *""docs: consolidated roadmap + architecture-review updates (Stage 0.1)""*, 429 lines added); (b) `explorationMode` occurs **0 times** in that doc; (c) the 3 remaining occurrences in `ARCHITECTURE.md` (`:1564/:1570/:1856`) are **accurate historical notes** explaining the rename to `ScoringPhase` (""Iter 94 as `explorationMode`; reworked to the enum in `e7d4ba2b1a`""), NOT ""as-live"" references — so the ""docs grep clean"" acceptance is met. The roadmap itself already marks **Stage 0 COMPLETE** citing that very commit (`docs/implementation_roadmap.md:271`). Row closes. |"
DH-04908,open_items,open_items/OI-72.md,3,blockquote,broad,never,2026-07-10,,OI-72;OPEN_ITEMS.md;cowork_siloed_facts_audit.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04909,open_items,open_items/OI-73.md,1,heading,broad,verdict,,,OI-73;OPEN_ITEMS.md,1,,,# OI-73 — Membership verdict dies at the L4→L5 boundary
DH-04910,open_items,open_items/OI-73.md,3,blockquote,broad,never,2026-07-10,,OI-73;OPEN_ITEMS.md;cowork_siloed_facts_audit.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04911,open_items,open_items/OI-73.md,7,table_row,broad,never;verdict,2026-07-10,,OI-73;cowork_siloed_facts_audit.md,1,,,| OI-73 | Membership verdict (`chordTonePcs`/`nonChordTonePcs`) dies at the L4→L5 boundary — `FunctionSlice` never copies it | siloed audit #2 | OPEN — E4 surface design |
DH-04912,open_items,open_items/OI-74.md,3,blockquote,broad,never,2026-07-10,,OI-74;OPEN_ITEMS.md;cowork_siloed_facts_audit.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
DH-04913,open_items,open_items/OI-75.md,3,blockquote,broad,never,2026-07-10,,OI-75;OPEN_ITEMS.md;cowork_siloed_facts_audit.md,230,,,> STATUS IS AUTHORITATIVE IN THE INDEX (OPEN_ITEMS.md) — this file carries narrative and provenance only and is NEVER the status of record
